"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭"
"3588","독산로64라길","일반도로","국지도로","소로","6m미만"
"3589","독산로65길","일반도로","국지도로","소로","6m미만"
"3590","독산로67길","일반도로","국지도로","소로","6m미만"
"3591","독산로68가길","일반도로","국지도로","소로","6m미만"
"3592","독산로68길","일반도로","국지도로","소로","6m미만"
"3593","독산로69길","일반도로","국지도로","소로","6m미만"
"3594","독산로7길","일반도로","국지도로","소로","6m미만"
"3595","독산로70가길","일반도로","국지도로","소로","6m미만"
"3596","독산로70길","일반도로","국지도로","소로","6m미만"
"3597","독산로70나길","일반도로","국지도로","소로","6m미만"
"3598","독산로70다길","일반도로","국지도로","소로","6m미만"
"3599","독산로70라길","일반도로","국지도로","소로","6m미만"
"3600","독산로72길","일반도로","국지도로","소로","6m미만"
"3601","독산로73길","일반도로","국지도로","소로","6m미만"
"3602","독산로74길","일반도로","국지도로","소로3류","폭6-8m"
"3603","독산로75길","일반도로","국지도로","소로","6m미만"
"3604","독산로76길","일반도로","국지도로","소로","6m미만"
"3605","독산로77길","일반도로","국지도로","소로","6m미만"
"3606","독산로78가길","일반도로","국지도로","소로","6m미만"
"3607","독산로78길","일반도로","국지도로","소로","6m미만"
"3608","독산로78나길","일반도로","국지도로","소로","6m미만"
"3609","독산로78다길","일반도로","국지도로","소로","6m미만"
"3610","독산로8가길","일반도로","국지도로","소로","6m미만"
"3611","독산로8길","일반도로","국지도로","소로","6m미만"
"3612","독산로8나길","일반도로","국지도로","소로","6m미만"
"3613","독산로8다길","일반도로","국지도로","소로","6m미만"
"3614","독산로80가길","일반도로","국지도로","소로","6m미만"
"3615","독산로80길","일반도로","국지도로","소로","6m미만"
"3616","독산로82가길","일반도로","국지도로","소로","6m미만"
"3617","독산로82길","일반도로","국지도로","소로","6m미만"
"3618","독산로84길","일반도로","국지도로","소로","6m미만"
"3619","독산로85길","일반도로","국지도로","소로3류","폭6-8m"
"3620","독산로86길","일반도로","국지도로","소로","6m미만"
"3621","독산로87길","일반도로","국지도로","소로","6m미만"
"3622","독산로88길","일반도로","국지도로","소로","6m미만"
"3623","독산로90길","일반도로","국지도로","소로","6m미만"
"3624","독산로92길","일반도로","국지도로","소로","6m미만"
"3625","독산로93길","일반도로","국지도로","소로","6m미만"
"3626","독산로94가길","일반도로","국지도로","소로","6m미만"
"3627","독산로94길","일반도로","국지도로","소로","6m미만"
"3628","독산로95길","일반도로","국지도로","소로","6m미만"
"3629","독산로96길","일반도로","국지도로","소로","6m미만"
"3630","독산로97길","일반도로","국지도로","소로","6m미만"
"3631","독산로99길","일반도로","국지도로","소로","6m미만"
"3632","독서당로","일반도로","국지도로","소로","6m미만"
"3633","독서당로11길","일반도로","국지도로","확인불가",""
"3634","독서당로14길","일반도로","국지도로","소로","6m미만"
"3635","독서당로20길","일반도로","국지도로","소로","6m미만"
"3636","독서당로29길","일반도로","국지도로","소로3류","폭6-8m"
"3637","독서당로3길","일반도로","국지도로","소로","6m미만"
"3638","독서당로34길","일반도로","국지도로","소로","6m미만"
"3639","독서당로35길","일반도로","국지도로","소로","6m미만"
"3640","독서당로37길","일반도로","국지도로","소로","6m미만"
"3641","독서당로39길","일반도로","국지도로","소로","6m미만"
"3642","독서당로40길","일반도로","국지도로","확인불가",""
"3643","독서당로42길","일반도로","국지도로","소로","6m미만"
"3644","독서당로44길","일반도로","국지도로","소로","6m미만"
"3645","독서당로46가길","일반도로","국지도로","소로","6m미만"
"3646","독서당로46길","일반도로","국지도로","소로3류","폭6-8m"
"3647","독서당로47가길","일반도로","국지도로","소로","6m미만"
"3648","독서당로47길","일반도로","국지도로","소로","6m미만"
"3649","독서당로48길","일반도로","국지도로","소로","6m미만"
"3650","독서당로5길","일반도로","국지도로","소로","6m미만"
"3651","독서당로50길","일반도로","국지도로","소로","6m미만"
"3652","독서당로51길","일반도로","국지도로","소로3류","폭6-8m"
"3653","독서당로55길","일반도로","국지도로","중로2류","폭15-20m"
"3654","독서당로57가길","일반도로","국지도로","소로","6m미만"
"3655","독서당로57길","일반도로","국지도로","소로","6m미만"
"3656","독서당로59가길","일반도로","국지도로","소로","6m미만"
"3657","독서당로59길","일반도로","국지도로","소로","6m미만"
"3658","독서당로59나길","일반도로","국지도로","소로","6m미만"
"3659","독서당로59다길","일반도로","국지도로","소로","6m미만"
"3660","독서당로6길","일반도로","국지도로","소로","6m미만"
"3661","독서당로60가길","일반도로","국지도로","소로3류","폭6-8m"
"3662","독서당로60길","일반도로","국지도로","소로","6m미만"
"3663","독서당로60나길","일반도로","국지도로","소로","6m미만"
"3664","독서당로62가길","일반도로","국지도로","소로","6m미만"
"3665","독서당로62길","일반도로","국지도로","소로3류","폭6-8m"
"3666","독서당로63가길","일반도로","국지도로","소로","6m미만"
"3667","독서당로63길","일반도로","국지도로","소로","6m미만"
"3668","독서당로8길","일반도로","국지도로","소로","6m미만"
"3669","돈암~창동선","일반도로","보조간선도로","중로1류","폭20-25m"
"3670","돈화문로","일반도로","국지도로","소로","6m미만"
"3671","돈화문로10가길","일반도로","국지도로","소로","6m미만"
"3672","돈화문로10길","일반도로","국지도로","중로1류","폭20-25m"
"3673","돈화문로11가길","일반도로","국지도로","소로","6m미만"
"3674","돈화문로11길","일반도로","국지도로","소로3류","폭6-8m"
"3675","돈화문로11나길","일반도로","국지도로","소로","6m미만"
"3676","돈화문로11다길","일반도로","국지도로","소로","6m미만"
"3677","돈화문로2길","일반도로","국지도로","소로","6m미만"
"3678","돈화문로4길","일반도로","국지도로","소로","6m미만"
"3679","돈화문로5가길","일반도로","국지도로","소로","6m미만"
"3680","돈화문로5길","일반도로","국지도로","소로","6m미만"
"3681","돈화문로6가길","일반도로","국지도로","소로","6m미만"
"3682","돈화문로6길","일반도로","국지도로","소로","6m미만"
"3683","돈화문로6나길","일반도로","국지도로","소로","6m미만"
"3684","돈화문로8길","일반도로","국지도로","소로","6m미만"
"3685","돈화문로9가길","일반도로","국지도로","소로","6m미만"
"3686","돈화문로9길","일반도로","국지도로","소로","6m미만"
"3687","돌곶이로","일반도로","국지도로","소로","6m미만"
"3688","돌곶이로10길","일반도로","국지도로","소로","6m미만"
"3689","돌곶이로11길","일반도로","국지도로","소로","6m미만"
"3690","돌곶이로12길","일반도로","국지도로","소로","6m미만"
"3691","돌곶이로13길","일반도로","국지도로","소로","6m미만"
"3692","돌곶이로14길","일반도로","국지도로","소로","6m미만"
"3693","돌곶이로15길","일반도로","국지도로","소로","6m미만"
"3694","돌곶이로17가길","일반도로","국지도로","소로","6m미만"
"3695","돌곶이로17길","일반도로","국지도로","소로","6m미만"
"3696","돌곶이로18길","일반도로","국지도로","소로","6m미만"
"3697","돌곶이로19길","일반도로","국지도로","소로","6m미만"
"3698","돌곶이로21가길","일반도로","국지도로","소로","6m미만"
"3699","돌곶이로21길","일반도로","국지도로","소로","6m미만"
"3700","돌곶이로21나길","일반도로","국지도로","소로","6m미만"
"3701","돌곶이로22가길","일반도로","국지도로","소로","6m미만"
"3702","돌곶이로22길","일반도로","국지도로","소로","6m미만"
"3703","돌곶이로22나길","일반도로","국지도로","소로","6m미만"
"3704","돌곶이로23가길","일반도로","국지도로","소로","6m미만"
"3705","돌곶이로23길","일반도로","국지도로","소로","6m미만"
"3706","돌곶이로24길","일반도로","국지도로","소로","6m미만"
"3707","돌곶이로25길","일반도로","국지도로","소로","6m미만"
"3708","돌곶이로26길","일반도로","국지도로","소로","6m미만"
"3709","돌곶이로27가길","일반도로","국지도로","소로","6m미만"
"3710","돌곶이로27길","일반도로","국지도로","소로","6m미만"
"3711","돌곶이로28길","일반도로","국지도로","소로","6m미만"
"3712","돌곶이로3길","일반도로","국지도로","소로","6m미만"
"3713","돌곶이로31길","일반도로","국지도로","소로","6m미만"
"3714","돌곶이로32길","일반도로","국지도로","소로","6m미만"
"3715","돌곶이로34길","일반도로","국지도로","소로","6m미만"
"3716","돌곶이로37길","일반도로","국지도로","소로","6m미만"
"3717","돌곶이로39길","일반도로","국지도로","소로","6m미만"
"3718","돌곶이로40길","일반도로","국지도로","대로3류","폭25-30m"
"3719","돌곶이로41가길","일반도로","국지도로","소로","6m미만"
"3720","돌곶이로41길","일반도로","국지도로","소로","6m미만"
"3721","돌곶이로5길","일반도로","국지도로","소로","6m미만"
"3722","돌곶이로7길","일반도로","국지도로","소로","6m미만"
"3723","돌곶이로8가길","일반도로","국지도로","소로","6m미만"
